"Fromid","relationship_type","toid"
"3737","Relate_To","1822"
"3737","Relate_To","1871"
"3737","Relate_To","2413"
"3737","Relate_To","6063"
"3737","Relate_To","8261"
"3737","Relate_To","10514"
"3740","Has","79"
"3740","Has","404"
"3740","Has","2784"
"3740","Operate_In","5719"
"3740","Operate_In","6667"
"3742","Control","1213"
"3742","Has","5278"
"3742","Has","6791"
"3742","Operate_In","255"
"3742","Operate_In","12534"
"3742","Participates_In","777"
"3742","Relate_To","32"
"3743","Announce","780"
"3743","Announce","1573"
"3743","Control","982"
"3743","Operate_In","982"
"3743","Relate_To","1"
"3743","Relate_To","982"
"3744","Negative_Impact_On","8754"
"3744","Operate_In","2"
"3744","Operate_In","52"
"3744","Relate_To","79"
"3744","Relate_To","106"
"3744","Relate_To","8754"
"3746","Control","3893"
"3746","Operate_In","1666"
"3746","Raise","8403"
"3747","Has","716"
"3747","Is_Member_Of","1185"
"3747","Operate_In","1185"
"3747","Produce","7064"
"3747","Relate_To","316"
"3747","Relate_To","1185"
"3747","Relate_To","9607"
"3748","Control","2"
"3748","Operate_In","392"
"3807","Decrease","4118"
"3807","Decrease","10571"
"3807","Operate_In","1"
"3807","Operate_In","1136"
"3807","Relate_To","1094"
"3807","Relate_To","4118"
"3809","Control","961"
"3809","Control","2598"
"3809","Has","33"
"3809","Has","10582"
"3809","Impact","9908"
"3809","Operate_In","1888"
"3809","Relate_To","6598"
"3811","Control","276"
"3811","Control","712"
"3811","Control","4832"
"3811","Introduce","11676"
"3811","Relate_To","712"
"3811","Relate_To","2829"
"3811","Relate_To","4753"
"3812","Relate_To","1031"
"3812","Relate_To","12717"
"3813","Impact","559"
"3813","Impact","2734"
"3813","Relate_To","0"
"3814","Impact","286"
"3814","Relate_To","7"
"3814","Relate_To","54"
"3814","Relate_To","101"
"3814","Relate_To","5285"
"3814","Relate_To","12351"
"3815","Control","65"
"3815","Control","2478"
"3815","Control","2815"
"3815","Control","5819"
"3815","Control","8434"
"3815","Control","11147"
"3815","Has","3720"
"3815","Operate_In","2414"
"3815","Operate_In","11145"
"3815","Operate_In","11147"
"3815","Relate_To","3786"
"3816","Announce","12178"
"3816","Operate_In","645"
"3816","Relate_To","45"
"3816","Relate_To","55"
"3816","Relate_To","103"
"3816","Relate_To","654"
"3816","Relate_To","1412"
"3816","Relate_To","1663"
"3816","Relate_To","3973"
"3817","Control","416"
"3817","Has","91"
"3817","Impact","25"
"3817","Invests_In","10237"
"3817","Positive_Impact_On","10237"
"3817","Relate_To","91"
"3817","Relate_To","111"
"3817","Relate_To","424"
"3817","Relate_To","494"
"3898","Invests_In","128"
"3898","Invests_In","334"
"3898","Operate_In","35"
"3898","Operate_In","85"
"3898","Operate_In","334"
"3898","Operate_In","482"
"3898","Operate_In","3976"
"3898","Relate_To","3"
"3937","Control","1807"
"3937","Negative_Impact_On","322"
"3937","Relate_To","9"
"3937","Relate_To","36"
"3937","Relate_To","457"
"3938","Positive_Impact_On","2175"
"3938","Relate_To","41"
"3938","Relate_To","8935"
"3938","Relate_To","10300"
"3939","Control","2627"
"3939","Control","4229"
"3939","Control","8548"
"3939","Impact","2478"
"3939","Is_Member_Of","246"
"3939","Positive_Impact_On","4229"
"3940","Control","318"
"3940","Control","670"
"3940","Operate_In","9"
"3940","Operate_In","457"
"3940","Operate_In","1066"
"3940","Operate_In","6755"
"3940","Operate_In","10323"
"3940","Participates_In","1552"
"3941","Invests_In","1704"
"3941","Is_Member_Of","20"
"3941","Operate_In","1508"
"3941","Operate_In","4220"
"3941","Operate_In","4871"
"3941","Operate_In","7848"
"3941","Raise","10141"
"3941","Raise","12431"
"3941","Relate_To","20"
"3941","Relate_To","3460"
"3943","Control","1247"
"3943","Invests_In","21"
"3943","Relate_To","530"
"3943","Relate_To","3409"
"3943","Relate_To","6651"
"3944","Control","3764"
"3947","Operate_In","77"
"3949","Has","5819"
"3949","Relate_To","6401"
"3949","Relate_To","8460"
"3952","Control","7219"
"3952","Control","12631"
"3952","Invests_In","5507"
"3952","Operate_In","1"
"3952","Operate_In","2"
"3952","Operate_In","482"
"3952","Operate_In","591"
"3952","Operate_In","3952"
"3952","Relate_To","2"
"3953","Control","510"
"3953","Control","2106"
"3953","Control","3541"
"3953","Has","679"
"3953","Has","3953"
"3953","Operate_In","211"
"3953","Positive_Impact_On","497"
"3954","Has","5056"
"3954","Is_Member_Of","2122"
"3954","Operate_In","15"
"3954","Operate_In","163"
"3954","Operate_In","612"
"3954","Operate_In","721"
"3954","Operate_In","949"
"3954","Operate_In","1034"
"3954","Operate_In","1989"
"3954","Operate_In","2122"
"3954","Relate_To","403"
"3955","Control","6737"
"3955","Operate_In","12802"
"3956","Has","129"
"3956","Has","12326"
"3956","Relate_To","2878"
"3958","Control","78"
"3958","Has","3958"
"3958","Operate_In","78"
"3959","Control","70"
"3959","Has","70"
"3959","Impact","70"
"3959","Impact","98"
"3959","Impact","7354"
"3959","Positive_Impact_On","12264"
"3959","Produce","7845"
"3959","Relate_To","12372"
"3960","Control","5329"
"3960","Operate_In","559"
"3960","Operate_In","1681"
"3961","Impact","161"
"3961","Relate_To","19"
"3961","Relate_To","939"
"3961","Relate_To","1143"
"3961","Relate_To","1906"
"3961","Relate_To","3979"
"3961","Relate_To","7910"
"3961","Relate_To","9884"
"3964","Is_Member_Of","10782"
"3964","Operate_In","10782"
"3965","Control","10807"
"3965","Raise","301"
"3965","Relate_To","778"
"3965","Relate_To","3493"
"3965","Relate_To","4385"
"3965","Relate_To","5842"
"3965","Relate_To","10807"
"3966","Announce","680"
"3966","Relate_To","3027"
"3966","Relate_To","11526"
"3968","Control","4463"
"3968","Impact","5756"
"3968","Relate_To","1"
"3968","Relate_To","50"
"3968","Relate_To","226"
"3968","Relate_To","1505"
"3968","Relate_To","1520"
"3968","Relate_To","4463"
"3969","Relate_To","56"
"3969","Relate_To","208"
"3969","Relate_To","357"
"3969","Relate_To","392"
"3969","Relate_To","5083"
"3969","Relate_To","6085"
"3970","Invests_In","1666"
"3970","Operate_In","3601"
"3970","Produce","2165"
"3970","Relate_To","3"
"3972","Impact","1025"
"3972","Negative_Impact_On","18"
"3972","Relate_To","559"
"3972","Relate_To","1532"
"3972","Relate_To","4442"
"3972","Relate_To","5254"
"3973","Control","6"
"3973","Control","2968"
"3973","Control","6370"
"3973","Has","103"
"3973","Has","1678"
"3973","Introduce","1507"
"3973","Invests_In","6104"
"3973","Operate_In","103"
"3973","Operate_In","1507"
"3973","Relate_To","319"
"3973","Relate_To","516"
"3974","Control","509"
"3974","Has","1265"
"3974","Operate_In","1"
"3974","Operate_In","387"
"3974","Relate_To","509"
"3974","Relate_To","1265"
"3974","Relate_To","1671"
"3975","Control","474"
"3975","Control","950"
"3975","Operate_In","1989"
"3975","Participates_In","6789"
"3975","Participates_In","10588"
"3975","Relate_To","4310"
"3976","Control","17"
"3976","Control","3753"
"3976","Decrease","1305"
"3976","Impact","98"
"3976","Impact","8231"
"3976","Negative_Impact_On","274"
"3976","Positive_Impact_On","1"
"3976","Raise","4664"
"3976","Relate_To","477"
"3976","Relate_To","1699"
"3976","Relate_To","10450"
"3978","Impact","35"
"3978","Is_Member_Of","86"
"3978","Operate_In","35"
"3978","Operate_In","3976"
"3978","Relate_To","20"
"3979","Control","96"
"3979","Is_Member_Of","96"
"3979","Is_Member_Of","8044"
"3979","Relate_To","96"
"3979","Relate_To","11558"
"3980","Operate_In","14"
"3980","Operate_In","29"
"3980","Relate_To","29"
"3981","Control","12594"
"3981","Impact","719"
"3981","Operate_In","4878"
"3981","Raise","6667"
"3981","Relate_To","591"
"3981","Relate_To","3055"
"3981","Relate_To","6473"
"3981","Relate_To","13216"
"3983","Control","4160"
"3983","Control","7644"
"3983","Has","405"
"3983","Has","4160"
"3983","Is_Member_Of","405"
"3983","Operate_In","405"
"3983","Operate_In","11252"
"3983","Relate_To","405"
"3984","Has","5132"
"3984","Operate_In","1"
"3984","Operate_In","33"
"3984","Operate_In","35"
"3984","Operate_In","51"
"3984","Operate_In","612"
"3984","Operate_In","852"
"3984","Operate_In","4468"
"3988","Control","260"
"3988","Control","2649"
"3988","Control","5152"
"3989","Control","114"
"3989","Control","5546"
"3989","Impact","114"
"3989","Is_Member_Of","114"
"3989","Operate_In","1586"
"3989","Participates_In","114"
"3991","Control","2708"
"3991","Impact","3163"
"3991","Impact","9301"
"3991","Relate_To","2094"
"3991","Relate_To","4139"
"3992","Relate_To","3"
"3992","Relate_To","324"
"3992","Relate_To","5955"
"3993","Control","12356"
"3993","Operate_In","1"
"3993","Operate_In","396"
"3993","Operate_In","717"
"3993","Operate_In","1019"
"3993","Operate_In","1989"
"3993","Operate_In","2835"
"3993","Operate_In","4438"
"3993","Operate_In","10259"
"3994","Control","94"
"3994","Control","6103"
"3994","Impact","9"
"3994","Impact","11"
"3994","Is_Member_Of","1027"
"3994","Negative_Impact_On","214"
"3994","Operate_In","8271"
"3994","Relate_To","1027"
"3994","Relate_To","10384"
"3995","Control","209"
"3995","Control","397"
"3995","Impact","5192"
"3995","Relate_To","13"
"3996","Announce","2142"
"3996","Control","720"
"3996","Control","752"
"3996","Control","6099"
"3996","Has","780"
"3996","Participates_In","777"
"3996","Relate_To","720"
"3996","Relate_To","752"
"3997","Control","18"
"3997","Control","567"
"3997","Control","2217"
"3997","Control","2673"
"3997","Control","4376"
"3997","Control","7300"
"3997","Control","7343"
"3997","Decrease","2217"
"3997","Operate_In","238"
"3997","Relate_To","18"
"3998","Impact","91"
"3998","Is_Member_Of","10001"
"3998","Operate_In","10001"
"3998","Relate_To","1971"
"3998","Relate_To","2009"
"3998","Relate_To","3760"
"3998","Relate_To","10001"
"3999","Announce","11397"
"3999","Control","39"
"3999","Control","1765"
"3999","Impact","10563"
"4000","Control","3856"
"4000","Has","159"
"4000","Impact","111"
"4000","Relate_To","1019"
"4000","Relate_To","7466"
"4000","Relate_To","11230"
"4001","Control","143"
"4001","Control","188"
"4001","Control","11703"
"4001","Is_Member_Of","258"
"4001","Relate_To","143"
"4001","Relate_To","258"
"4001","Relate_To","290"
"4001","Relate_To","8575"
"4002","Impact","3719"
"4002","Relate_To","1040"
"4002","Relate_To","1341"
"4002","Relate_To","4863"
"4002","Relate_To","7475"
"4002","Relate_To","11951"
"4003","Operate_In","52"
"4003","Relate_To","876"
"4003","Relate_To","1094"
"4003","Relate_To","1627"
"4003","Relate_To","4758"
"4004","Control","1998"
"4004","Control","2010"
"4004","Has","1998"
"4004","Has","4004"
"4004","Negative_Impact_On","5459"
"4004","Relate_To","1998"
"4004","Relate_To","4331"
"4004","Relate_To","7917"
"4006","Relate_To","291"
"4006","Relate_To","436"
"4006","Relate_To","847"
"4006","Relate_To","1432"
"4006","Relate_To","4126"
"4007","Is_Member_Of","7324"
"4007","Operate_In","89"
"4007","Relate_To","15"
"4007","Relate_To","368"
"4007","Relate_To","549"
"4007","Relate_To","590"
"4008","Operate_In","77"
"4008","Operate_In","2438"
"4008","Relate_To","99"
"4008","Relate_To","468"
"4008","Relate_To","487"
"4008","Relate_To","626"
"4008","Relate_To","2419"
"4008","Relate_To","9493"
"4009","Control","4009"
"4009","Control","5591"
"4009","Control","7671"
"4009","Invests_In","11695"
"4009","Operate_In","1"
"4009","Operate_In","73"
"4009","Operate_In","425"
"4010","Impact","4561"
"4010","Impact","10489"
"4011","Control","6641"
"4011","Negative_Impact_On","8547"
"4011","Negative_Impact_On","13274"
"4011","Relate_To","6641"
"4013","Control","694"
"4013","Impact","320"
"4013","Impact","694"
"4013","Impact","8692"
"4013","Operate_In","694"
"4013","Relate_To","114"
"4015","Control","1084"
"4015","Control","1796"
"4015","Raise","4478"
"4015","Relate_To","6104"
"4015","Relate_To","8851"
"4017","Operate_In","5492"
"4017","Raise","5492"
"4017","Relate_To","4425"
"4017","Relate_To","5492"
"4019","Relate_To","179"
"4020","Control","37"
"4020","Has","37"
"4020","Has","8412"
"4020","Has","8561"
"4020","Produce","10178"
"4020","Relate_To","25"
"4020","Relate_To","37"
"4020","Relate_To","4365"
"4021","Control","25"
"4021","Has","156"
"4021","Has","7064"
"4021","Impact","316"
"4021","Introduce","25"
"4021","Is_Member_Of","156"
"4021","Relate_To","316"
"4021","Relate_To","483"
"4022","Control","36"
"4022","Decrease","404"
"4022","Raise","2217"
"4023","Invests_In","563"
"4023","Operate_In","563"
"4023","Relate_To","563"
"4024","Control","4104"
"4024","Control","5444"
"4024","Has","9926"
"4024","Operate_In","372"
"4024","Relate_To","114"
"4024","Relate_To","372"
"4024","Relate_To","1368"
"4024","Relate_To","5546"
"4027","Decrease","2217"
"4027","Decrease","10141"
"4027","Negative_Impact_On","10141"
"4027","Operate_In","2645"
"4027","Operate_In","6631"
"4028","Control","1269"
"4028","Participates_In","111"
"4028","Relate_To","77"
"4029","Impact","10833"
"4029","Relate_To","0"
"4029","Relate_To","65"
"4029","Relate_To","1820"
"4029","Relate_To","2783"
"4030","Has","1440"
"4030","Invests_In","119"
"4030","Operate_In","354"
"4030","Relate_To","119"
"4030","Relate_To","269"
"4030","Relate_To","294"
"4030","Relate_To","1815"
"4030","Relate_To","5422"
"4032","Has","969"
"4033","Control","450"
"4033","Has","380"
"4033","Has","7295"
"4033","Relate_To","79"
"4033","Relate_To","450"
"4033","Relate_To","473"
"4034","Control","214"
"4034","Control","2534"
"4034","Control","8461"
"4034","Impact","743"
"4034","Impact","1532"
"4034","Invests_In","57"
"4034","Invests_In","128"
"4034","Invests_In","334"
"4034","Invests_In","341"
"4034","Invests_In","1314"
"4034","Invests_In","7992"
"4034","Operate_In","339"
"4034","Operate_In","612"
"4034","Relate_To","66"
"4035","Announce","994"
"4035","Control","6891"
"4035","Control","12353"
"4035","Is_Member_Of","1181"
"4035","Operate_In","3172"
"4035","Operate_In","9023"
"4035","Operate_In","12353"
"4035","Relate_To","1012"
"4037","Announce","1247"
"4037","Control","11223"
"4037","Is_Member_Of","6667"
"4037","Operate_In","339"
"4037","Operate_In","764"
"4037","Produce","1247"
"4038","Has","1115"
"4038","Has","9211"
"4038","Relate_To","0"
"4038","Relate_To","59"
"4038","Relate_To","287"
"4038","Relate_To","9211"
"4040","Is_Member_Of","103"
"4040","Operate_In","1325"
"4040","Operate_In","3225"
"4040","Participates_In","1756"
"4040","Participates_In","4523"
"4040","Relate_To","7"
"4040","Relate_To","103"
"4040","Relate_To","503"
"4040","Relate_To","2815"
"4041","Control","190"
"4041","Control","11225"
"4041","Impact","11225"
"4041","Invests_In","0"
"4041","Relate_To","2"
"4041","Relate_To","6"
"4041","Relate_To","26"
"4041","Relate_To","135"
"4041","Relate_To","1920"
"4044","Decrease","1383"
"4044","Decrease","10141"
"4044","Negative_Impact_On","10141"
"4044","Operate_In","2645"
"4044","Operate_In","3976"
"4044","Operate_In","6631"
"4048","Control","78"
"4048","Control","8402"
"4048","Impact","78"
"4048","Operate_In","1"
"4048","Operate_In","2"
"4048","Operate_In","11695"
"4048","Produce","8591"
"4048","Relate_To","78"
"4048","Relate_To","12746"
"4049","Announce","577"
"4049","Announce","1679"
"4049","Control","1195"
"4049","Impact","1857"
"4049","Impact","3856"
"4049","Relate_To","190"
"4049","Relate_To","1195"
"4050","Impact","197"
"4050","Impact","255"
"4050","Impact","869"
"4050","Negative_Impact_On","869"
"4050","Operate_In","33"
"4050","Relate_To","10203"
"4051","Control","4588"
"4051","Impact","66"
"4051","Operate_In","66"
"4051","Operate_In","108"
"4051","Operate_In","290"
"4051","Operate_In","354"
"4051","Operate_In","6131"
"4051","Relate_To","66"
"4051","Relate_To","354"
"4051","Relate_To","3740"
"4051","Relate_To","4588"
"4052","Control","93"
"4052","Control","611"
"4052","Control","745"
"4052","Control","1770"
"4052","Introduce","93"
"4052","Introduce","480"
"4052","Introduce","4916"
"4052","Is_Member_Of","611"
"4053","Control","732"
"4053","Is_Member_Of","10108"
"4053","Relate_To","449"
"4053","Relate_To","732"
"4053","Relate_To","827"
"4053","Relate_To","1931"
"4054","Announce","10600"
"4054","Control","3"
"4054","Impact","2353"
"4054","Positive_Impact_On","672"
"4054","Relate_To","3"
"4054","Relate_To","111"
"4055","Impact","1408"
"4055","Impact","3734"
"4055","Impact","9788"
"4055","Impact","13382"
"4055","Negative_Impact_On","1408"
"4055","Relate_To","1145"
"4056","Invests_In","6631"
"4056","Negative_Impact_On","24"
"4056","Operate_In","2645"
"4056","Operate_In","6631"
"4059","Announce","3905"
"4059","Control","3905"
"4059","Introduce","13152"
"4061","Control","9032"
"4061","Impact","249"
"4061","Impact","615"
"4061","Impact","2502"
"4061","Impact","10389"
"4061","Negative_Impact_On","4618"
"4061","Raise","926"
"4062","Control","7706"
"4062","Invests_In","7706"
"4062","Operate_In","591"
"4062","Raise","567"
"4062","Raise","2477"
"4062","Raise","4468"
"4062","Raise","7706"
"4062","Relate_To","13357"
"4063","Control","6"
"4063","Control","29"
"4063","Control","1160"
"4063","Control","5823"
"4063","Control","12349"
"4063","Impact","14"
"4063","Impact","31"
"4063","Impact","3190"
"4063","Introduce","1733"
"4063","Produce","3859"
"4063","Relate_To","14"
"4064","Announce","841"
"4064","Announce","2626"
"4064","Operate_In","430"
"4064","Operate_In","591"
"4064","Operate_In","2027"
"4064","Relate_To","12155"
"4065","Announce","3869"
"4065","Control","6501"
"4065","Introduce","2626"
"4065","Introduce","6501"
"4065","Operate_In","1893"
"4065","Operate_In","2027"
"4065","Operate_In","5728"
"4065","Operate_In","8702"
"4066","Control","83"
"4066","Control","789"
"4066","Operate_In","789"
"4066","Relate_To","83"
"4066","Relate_To","753"
"4066","Relate_To","3147"
"4067","Impact","289"
"4067","Impact","3157"
"4068","Operate_In","799"
"4068","Operate_In","4365"
"4068","Participates_In","9093"
"4068","Relate_To","1212"
"4068","Relate_To","1505"
"4069","Control","1420"
"4069","Impact","2809"
"4069","Participates_In","2478"
"4069","Raise","91"
"4069","Raise","370"
"4069","Raise","5890"
"4069","Relate_To","291"
"4069","Relate_To","370"
"4070","Has","2947"
"4070","Has","12506"
"4071","Control","13"
"4071","Operate_In","13"
"4071","Relate_To","188"
"4072","Control","621"
"4072","Impact","76"
"4072","Invests_In","1908"
"4072","Negative_Impact_On","76"
"4072","Relate_To","13127"
"4073","Has","1801"
"4073","Has","2493"
"4073","Impact","1284"
"4073","Is_Member_Of","1284"
"4073","Is_Member_Of","1824"
"4073","Participates_In","12303"
"4073","Relate_To","257"
"4073","Relate_To","1824"
"4074","Control","7103"
"4074","Has","103"
"4074","Has","686"
"4074","Has","12796"
"4074","Participates_In","780"
"4074","Relate_To","59"
"4074","Relate_To","103"
"4075","Control","108"
"4075","Operate_In","108"
"4075","Participates_In","3561"
"4075","Relate_To","240"
"4075","Relate_To","338"
"4075","Relate_To","10209"
"4076","Control","3770"
"4076","Invests_In","1457"
"4076","Operate_In","2"
"4076","Operate_In","472"
"4076","Operate_In","11406"
"4076","Relate_To","132"
"4077","Has","3693"
"4077","Operate_In","1"
"4077","Operate_In","7"
"4077","Operate_In","2815"
"4077","Relate_To","12"
"4077","Relate_To","3693"
"4078","Control","5101"
"4078","Is_Member_Of","1284"
"4078","Operate_In","1284"
"4078","Relate_To","5101"
"4078","Relate_To","9106"
"4079","Control","320"
"4079","Control","7805"
"4079","Has","3867"
"4079","Has","5676"
"4079","Impact","320"
"4079","Impact","2584"
"4079","Impact","2644"
"4081","Control","1630"
"4081","Invests_In","3613"
"4081","Relate_To","1630"
"4081","Relate_To","8111"
"4082","Introduce","25"
"4082","Introduce","1383"
"4082","Introduce","1627"
"4082","Introduce","9349"
"4082","Introduce","12371"
"4082","Operate_In","2058"
"4082","Produce","4718"
"4082","Raise","10635"
"4082","Relate_To","5020"
"4083","Control","1675"
"4083","Has","3398"
"4083","Has","3456"
"4083","Produce","483"
"4083","Produce","2159"
"4083","Raise","9317"
"4083","Relate_To","483"
"4083","Relate_To","1028"
"4084","Control","89"
"4084","Control","1787"
"4084","Control","7155"
"4084","Has","65"
"4084","Has","319"
"4084","Impact","2153"
"4084","Operate_In","9586"
"4084","Relate_To","1"
"4085","Operate_In","1"
"4085","Relate_To","7622"
"4086","Control","476"
"4086","Control","2301"
"4086","Control","2931"
"4086","Has","476"
"4086","Has","6052"
"4086","Operate_In","1"
"4086","Operate_In","2687"
"4086","Produce","2931"
"4086","Relate_To","0"
"4086","Relate_To","116"
"4086","Relate_To","12208"
"4087","Impact","4468"
"4087","Operate_In","3908"
"4087","Operate_In","4468"
"4087","Raise","5194"
"4087","Relate_To","176"
"4087","Relate_To","659"
"4087","Relate_To","8561"
"4088","Has","2502"
"4088","Impact","2651"
"4088","Is_Member_Of","2651"
"4090","Has","3607"
"4090","Operate_In","108"
"4090","Operate_In","2815"
"4090","Raise","6667"
"4092","Control","582"
"4092","Control","1468"
"4092","Has","1570"
"4092","Relate_To","1468"
"4092","Relate_To","10768"
"4096","Control","212"
"4096","Has","212"
"4096","Has","459"
"4096","Operate_In","33"
"4097","Impact","188"
"4097","Impact","316"
"4097","Impact","2796"
"4097","Operate_In","2"
"4097","Operate_In","40"
"4097","Operate_In","601"
"4097","Operate_In","717"
"4097","Operate_In","4697"
"4097","Relate_To","2308"
"4097","Relate_To","4742"
"4097","Relate_To","4802"
"4097","Relate_To","10423"
"4098","Control","449"
"4098","Control","827"
"4098","Control","903"
"4098","Operate_In","1844"
"4098","Relate_To","524"
"4101","Announce","3035"
"4101","Control","3344"
"4101","Control","6573"
"4101","Control","8231"
"4101","Control","12808"
"4101","Impact","7255"
"4101","Negative_Impact_On","13207"
"4102","Impact","2178"
"4102","Operate_In","1"
"4102","Relate_To","3814"
"4103","Has","7"
"4103","Operate_In","1234"
"4103","Operate_In","3366"
"4103","Participates_In","7"
"4103","Participates_In","3366"
"4103","Participates_In","7136"
"4103","Produce","3366"
"4103","Raise","3366"
"4105","Control","383"
"4105","Control","1608"
"4107","Impact","472"
"4107","Impact","2733"
"4107","Relate_To","5891"
"4110","Control","91"
"4110","Impact","324"
"4110","Negative_Impact_On","322"
"4110","Negative_Impact_On","413"
"4110","Raise","18"
"4110","Raise","2246"
"4110","Raise","3483"
"4110","Relate_To","2849"
"4110","Relate_To","3056"
"4112","Negative_Impact_On","10141"
"4112","Operate_In","2645"
"4112","Operate_In","8271"
"4112","Raise","10141"
"4112","Relate_To","677"
"4112","Relate_To","3976"
"4113","Control","2142"
"4113","Control","2835"
"4113","Impact","2835"
"4114","Control","316"
"4114","Control","2987"
"4114","Positive_Impact_On","111"
"4114","Positive_Impact_On","2581"
"4114","Raise","567"
"4116","Impact","1212"
"4116","Impact","1417"
"4116","Impact","11382"
"4116","Operate_In","238"
"4116","Produce","1212"
"4116","Relate_To","124"
"4116","Relate_To","7706"
"4117","Control","463"
"4117","Control","587"
"4117","Control","12208"
"4117","Operate_In","463"
"4117","Operate_In","663"
"4117","Operate_In","1173"
"4117","Operate_In","2883"
"4117","Relate_To","27"
"4118","Impact","21"
"4118","Impact","483"
"4118","Impact","1028"
"4118","Impact","1133"
"4118","Impact","8148"
"4118","Impact","10728"
"4118","Negative_Impact_On","291"
"4118","Positive_Impact_On","1009"
"4118","Relate_To","1"
"4118","Relate_To","2"
"4118","Relate_To","28"
"4118","Relate_To","692"
"4118","Relate_To","1354"
"4118","Relate_To","4488"
"4118","Relate_To","5980"
"4118","Relate_To","7793"
"4119","Impact","567"
"4119","Positive_Impact_On","3035"
"4119","Positive_Impact_On","4864"
"4119","Relate_To","567"
"4120","Operate_In","1290"
"4120","Operate_In","2180"
"4120","Raise","404"
"4120","Raise","5415"
"4120","Relate_To","66"
"4120","Relate_To","2724"
"4120","Relate_To","4555"
"4121","Control","3510"
"4121","Impact","4011"
"4121","Operate_In","2"
"4121","Operate_In","4011"
"4121","Operate_In","4889"
"4121","Raise","642"
"4121","Raise","3510"
"4121","Relate_To","4011"
"4121","Relate_To","6516"
"4122","Operate_In","49"
"4124","Impact","4641"
"4125","Has","2535"
"4125","Impact","8940"
"4125","Negative_Impact_On","25"
"4125","Operate_In","483"
"4125","Operate_In","10621"
"4125","Participates_In","2436"
"4125","Raise","494"
"4125","Relate_To","0"
"4125","Relate_To","1194"
"4125","Relate_To","4118"
"4126","Control","472"
"4126","Has","2715"
"4126","Impact","3"
"4126","Impact","98"
"4126","Impact","291"
"4126","Impact","5012"
"4126","Relate_To","12"
"4126","Relate_To","249"
"4127","Participates_In","0"
"4127","Participates_In","35"
"4127","Participates_In","46"
"4127","Participates_In","48"
"4127","Participates_In","782"
"4127","Relate_To","1288"
"4127","Relate_To","1654"
"4127","Relate_To","2957"
"4127","Relate_To","8166"
"4128","Control","31"
"4128","Control","1398"
"4128","Operate_In","1398"
"4128","Operate_In","8293"
"4128","Produce","10600"
"4128","Relate_To","407"
"4129","Impact","1771"
"4129","Negative_Impact_On","19"
"4129","Negative_Impact_On","49"
"4129","Participates_In","183"
"4129","Relate_To","2277"
"4129","Relate_To","10638"
"4131","Operate_In","28"
"4131","Operate_In","73"
"4131","Operate_In","949"
"4131","Operate_In","6929"
"4137","Impact","1356"
"4137","Operate_In","3843"
"4137","Relate_To","978"
"4137","Relate_To","1242"
"4137","Relate_To","1356"
"4137","Relate_To","2565"
"4137","Relate_To","5539"
"4139","Control","1390"
"4139","Control","11715"
"4139","Has","430"
"4139","Has","721"
"4139","Impact","99"
"4139","Operate_In","388"
"4139","Operate_In","721"
"4139","Operate_In","1136"
"4139","Produce","2477"
"4140","Operate_In","108"
"4140","Operate_In","1324"
"4140","Operate_In","4468"
"4140","Operate_In","13139"
"4140","Raise","4468"
"4140","Raise","4586"
"4140","Raise","12155"
"4140","Relate_To","4468"
"4145","Impact","583"
"4145","Impact","2719"
"4145","Impact","3604"
"4145","Raise","316"
"4145","Relate_To","3604"
"4147","Has","6791"
"4147","Operate_In","7"
"4147","Operate_In","5956"
"4148","Control","100"
"4148","Control","1435"
"4148","Control","10646"
"4148","Control","12208"
"4149","Has","567"
"4149","Impact","111"
"4149","Impact","583"
"4149","Operate_In","50"
"4149","Relate_To","111"
"4149","Relate_To","559"
"4149","Relate_To","1880"
"4149","Relate_To","5190"
"4150","Impact","18"
"4150","Impact","21"
"4150","Impact","64"
"4150","Impact","133"
"4150","Impact","1023"
"4150","Impact","3822"
"4150","Negative_Impact_On","413"
"4150","Negative_Impact_On","8545"
"4150","Relate_To","18"
"4150","Relate_To","2719"
"4150","Relate_To","12354"
"4152","Control","249"
"4152","Impact","11143"
"4152","Participates_In","6052"
"4152","Relate_To","12"
"4154","Impact","177"
"4154","Impact","207"
"4154","Impact","328"
"4154","Impact","583"
"4154","Impact","6050"
"4154","Raise","5779"
"4154","Relate_To","583"
"4154","Relate_To","781"
"4155","Impact","6974"
"4155","Relate_To","20"
"4155","Relate_To","402"
"4155","Relate_To","883"
"4155","Relate_To","4220"
"4155","Relate_To","6631"
"4156","Control","2266"
"4156","Impact","9710"
"4156","Invests_In","6598"
"4156","Is_Member_Of","1546"
"4156","Operate_In","1"
"4156","Operate_In","7"
"4156","Operate_In","73"
"4156","Relate_To","52"
"4156","Relate_To","3622"
"4159","Decrease","172"
"4159","Operate_In","2165"
"4159","Relate_To","172"
"4159","Relate_To","1091"
"4160","Control","5938"
"4160","Decrease","4758"
"4160","Has","5938"
"4160","Operate_In","83"
"4160","Operate_In","1559"
"4160","Operate_In","4347"
"4160","Participates_In","472"
"4160","Relate_To","83"
"4161","Has","3456"
"4161","Impact","11533"
"4161","Is_Member_Of","10001"
"4161","Relate_To","8900"
"4161","Relate_To","10001"
"4162","Announce","5691"
"4162","Control","10571"
"4162","Has","2217"
"4162","Impact","11"
"4162","Invests_In","1266"
"4162","Invests_In","6489"
"4162","Raise","10571"
"4162","Relate_To","387"
"4163","Has","13205"
"4163","Operate_In","28"
"4163","Operate_In","83"
"4163","Operate_In","9479"
